"","AA","AS","AE","CA","NH","MR","OT/UNK"
"SUNY: Stonybrook",0.10152784622967,0.133070478068014,0.00295712173484475,0.641695416461311,0.003942828979793,0.0453425332676195,0.0714637752587482
