"","AA","AS","AE","CA","NH","MR","OT/UNK"
"USC",0.118855873368509,0.0617883921133019,0.0147181338517079,0.563732296584282,0.00958067203554568,0.0791446820327687,0.152179950013885
"UCLA",0.4,0,0,0.6,0,0,0
