"","AA","AS","AE","CA","NH","MR","OT/UNK"
"USC",0.102040816326531,0.0204081632653061,0.0204081632653061,0.673469387755102,0,0.0816326530612245,0.102040816326531
"UCLA",0,0,0,0.666666666666667,0,0,0.333333333333333
