"","AA","AS","AE","CA","NH","MR","OT/UNK"
"USC",0.234167110164981,0.0431080361894625,0.030335284725918,0.457424161788185,0.00771687067589143,0.117349654071315,0.109898882384247
"UCLA",0.485197368421053,0.0279605263157895,0.00657894736842105,0.414473684210526,0.00493421052631579,0.0213815789473684,0.0394736842105263
