"","AA","AS","AE","CA","NH","MR","OT/UNK"
"SUNY: Downstate",0.73030217452697,0.022310081897769,0.00649534029935047,0.0711663371928834,0.000564812199943519,0.0725783676927422,0.0965828861903417
"NYU",0.553559547571524,0.0286094477711244,0.00931470392548237,0.213572854291417,0.000665335994677312,0.11377245508982,0.0805056553559548
