"","AA","AS","AE","CA","NH","MR","OT/UNK"
"USC",0.118855873368509,0.0617883921133019,0.0147181338517079,0.563732296584282,0.00958067203554568,0.0791446820327687,0.152179950013885
"UCLA",0.261261261261261,0.0540540540540541,0,0.612612612612613,0.00900900900900901,0.0585585585585586,0.0045045045045045
