"","AA","AS","AE","CA","NH","MR","OT/UNK"
"SUNY: Downstate",0.629382303839733,0.010016694490818,0.00834724540901502,0.13355592654424,0.00166944908180301,0.0818030050083473,0.135225375626043
"NYU",0.516556291390728,0.00662251655629139,0.0132450331125828,0.258278145695364,0,0.112582781456954,0.0927152317880795
