"","AA","AS","AE","CA","NH","MR","OT/UNK"
"SUNY: Downstate",0.752132914234396,0.0291872474180512,0.00628648405927256,0.0637629097440503,0.000449034575662326,0.0664571171980242,0.0817242927705433
"NYU",0.580847723704867,0.0455259026687598,0,0.218210361067504,0,0.0989010989010989,0.0565149136577708
