"","AA","AS","AE","CA","NH","MR","OT/UNK"
"USC",0.159533073929961,0.0244580322401334,0.0150083379655364,0.558087826570317,0.00444691495275153,0.122846025569761,0.11561978877154
"Cedar Sinai",0.379807692307692,0.00480769230769231,0.0144230769230769,0.423076923076923,0,0.100961538461538,0.0769230769230769
