"","AA","AS","AE","CA","NH","MR","OT/UNK"
"SUNY: Upstate",0.260770975056689,0.0328798185941043,0.0090702947845805,0.613378684807256,0.00113378684807256,0.0476190476190476,0.0351473922902494
