"","AA","AS","AE","CA","NH","MR","OT/UNK"
"SUNY: Downstate",0.748942172073343,0.0112834978843441,0.00564174894217207,0.0409026798307475,0,0.0832157968970381,0.110014104372355
"NYU",0.536903039073806,0.0173661360347323,0.0173661360347323,0.204052098408104,0.00144717800289436,0.125904486251809,0.0969609261939219
