"","AA","AS","AE","CA","NH","MR","OT/UNK"
"USC",0.234167110164981,0.0431080361894625,0.030335284725918,0.457424161788185,0.00771687067589143,0.117349654071315,0.109898882384247
"UCLA",0.454128440366972,0.0355504587155963,0.00573394495412844,0.428899082568807,0.00802752293577982,0.0401376146788991,0.0275229357798165
