"","AA","AS","AE","CA","NH","MR","OT/UNK"
"USC",0.15854704185829,0.0509782523969132,0.0193312027437836,0.53168602385221,0.00826253020500429,0.0966560137189181,0.134538935224881
"UCLA",0.477379095163807,0.0280811232449298,0.0062402496099844,0.421216848673947,0.0046801872074883,0.0202808112324493,0.0421216848673947
