"AA","AS","AE","CA","NH","MR","OT","AA","AS","AE","CA","NH","MR","OT","AA","AS","AE","CA","NH","MR","OT","AA","AS","AE","CA","NH","MR","OT","AA","AS","AE","CA","NH","MR","OT"
0.00863783928977646,-0.00603895373134038,0.000794693991854322,-0.00856509079972725,0.000744381505743774,0.00861548988056431,-0.00197845205565103,0.00154129146608186,-0.00133649894381257,0.00031936119144249,-0.000276439754819184,0.00121152632529639,0.00507525305208898,-0.00249947494993349,0.0233377702997282,-0.0127151931573166,0.00111281456921549,-0.0198775163789722,0.000859429095757558,0.0114561567818404,-0.0030322315603741,-0.00104286392288837,-0.00964840757645693,0.00335188076982193,-1.11271677707123e-05,0.000568937196657146,0.0155742271036838,-0.00230721150774228,0.0202371021198914,-0.0237357566835286,0.00388339550249569,0.0924330925771103,NA,0.0262248535763885,-0.0126805743807476
0.00606635899354644,0.00237721053779205,0.000496878305388764,0.006616929346092,0.000303224228583606,0.00348407876185063,0.00270761450108658,0.00655051831897484,0.00464916408895488,0.000256552032871343,0.00907160301219779,0.000566918354840183,0.0020549867096392,0.0032768787661785,0.0064376186801973,0.00204024210421004,0.000358926309437031,0.00716978283866703,0.000284625334022311,0.00409583664828549,0.00361555105021069,0.0131034507250494,0.00227895792942916,0.00277952827750636,0.0136039293568276,0.000262287922655737,0.0076068620035375,0.00541454923404262,0.05661263180701,NA,NA,0.0615849905911687,NA,0.0723386798576899,0.043924049336096
0.1849240152164,0.0316924253062214,0.140821000065842,0.224611581048153,0.0437922761581958,0.0329455630683803,0.488692231339641,0.81924776603043,0.781057820587642,0.268360644439477,0.976289368698158,0.0856376853114292,0.0355862945806396,0.474516022117674,0.00464927253411562,0.000431533817406462,0.0146569213273652,0.0197059262437219,0.0294328725528808,0.0188907222991306,0.429363320486121,0.939153842959366,0.0515173558452396,0.294300666538544,0.99937020197541,0.162312030296129,0.0798371395081723,0.687746492060361,0.781441637609638,NA,NA,0.27218711352299,NA,0.778588463852594,0.821077008631062
0.168569815587221,0.417603627623013,0.203694575364044,0.143507475514495,0.462632824702929,0.379453387415352,0.0708690005501636,0.00611381595062278,0.0102243164710794,0.236592002496696,9.28522854856165e-05,0.47736648597847,0.403955509420518,0.0883958491925947,0.567889051153536,0.847295919402522,0.545776385486451,0.434587732745777,0.645828183308392,0.438938179630224,0.0913052424324169,0.00105456764453713,0.899619326262806,0.266625077368967,9.55745924578124e-08,0.701721134586594,0.37454281860281,0.035041978635807,0.113303875992669,1,1,0.529711597721997,NA,0.11616048120762,0.0769319645075567
0.00398820083856317,-0.00463034258019364,0.000762718075048975,-0.00438053370072963,0.000955566857732077,0.00699465274915807,-0.0021530263019889,-0.000612351827476844,-0.00184128411941793,0.000218597654498194,0.00263162193949696,0.00124894516567195,0.00368022625942238,-0.0028357822102337,0.0106980377547766,-0.00750371036109822,0.000854294486100045,-0.00925472240491448,0.000843232749306623,0.00807768639266263,-0.00222184599015111,-0.00100491457245401,-0.00573182259800055,0.00266366853782982,-0.00122203111813136,0.000582482416233694,0.00954599099752494,-0.0015876170809709,0.00984227548383519,-0.00696937097565099,0.00144255854691906,0.0230379794156693,NA,0.0129132016324762,-0.00154902791464661
0.00384579530863561,0.00138101007879466,0.000419271717977718,0.00366785242430779,0.000281796439425179,0.00219103504062012,0.00186064141330428,0.00355521465755223,0.00271740463676691,0.00022182385882466,0.00419844208350036,0.000456600130030961,0.00113466562416609,0.00196781708353694,0.00402510489061822,0.00107160455487865,0.000300717830884829,0.00356784778745975,0.000246432904551523,0.00223950718422637,0.00224798232202147,0.00577052062364407,0.00181585384072747,0.00168888074183951,0.00534599119906542,0.000309405537873757,0.00338883895761528,0.0026828328772274,0.0100981796210494,NA,NA,0.0078763643029704,NA,0.0162863531502062,0.0115682913019324
0.324148115536527,0.00848479315341323,0.098914143823408,0.259918047882511,0.0115839059844253,0.00961495714737456,0.285170432616011,0.867059405986295,0.5171450719554,0.36965405186322,0.544827693402401,0.0410199921041771,0.0101027809171697,0.199641470222992,0.0239885428186319,0.000211120572402785,0.0217834364451406,0.0267691725330921,0.0188024753929117,0.00479266886523096,0.355894849966957,0.867477785696787,0.0874055567069106,0.189887889823882,0.82572329574377,0.200463879427036,0.0258885149561932,0.579746953447023,0.508169557306358,NA,NA,0.0997098168735598,NA,0.573218180895924,0.915258827759022
0.0971004306785802,0.5553736319949,0.24864602871276,0.124830954917759,0.621596336758829,0.504739540138482,0.16056855477073,0.00328547870882252,0.0542759504096083,0.162636652441052,0.037803703193569,0.599421498036172,0.538932998392108,0.257123452927086,0.413972696791684,0.875072247198475,0.502191390393255,0.402215502359194,0.700749317796968,0.565401682784532,0.12246414405719,0.00502906716831488,0.832828617929424,0.383429294463889,0.00740935136774082,0.639258008100866,0.531298438332956,0.0654538270935829,0.487168698192593,1,1,0.810522413833839,NA,0.386000674362558,0.0176141684906108
0.00383096937824886,-0.00353884498323824,0.000463648764310007,-0.00403087638500911,0.000430739095436132,0.00519159399882539,-0.00115509717178174,-7.56547580150673e-05,-0.00125830803045554,0.000133235748807853,0.00261309307799669,0.000624405335883272,0.00271904366635484,-0.00155001983324083,0.00964214868922555,-0.00620346698109973,0.000517720003404538,-0.00870723266313281,0.000439934852814483,0.00596319075698836,-0.00121152597666907,-0.000178364928873479,-0.00445095310872994,0.00164638920050093,-0.000982692964399242,0.000300380042387963,0.00692836946061208,-0.000642791510269998,0.00822500893974291,-0.00596452517895689,0.000975853037394722,0.0219763876230408,NA,0.0105797256035645,-0.000132624515502273
0.00326835012930525,0.00118004515390612,0.000252207031136811,0.00352241626091168,0.000154797340473897,0.00163532558399814,0.00149819795221024,0.00308508933978242,0.00222807648617671,0.000135295457589617,0.0040049843556092,0.000255929097009974,0.000860559611990699,0.00162140383410704,0.00334789774984388,0.000925789677398539,0.000184821544236672,0.00344338407174202,0.000130200948838293,0.00168428660963212,0.00178622690293914,0.00503660392219148,0.00157313552714389,0.00102472279985804,0.00510967509132784,0.000100366523988889,0.00250266225959874,0.00216855389271499,0.00925416081187124,NA,NA,0.00730647685551129,NA,0.011796609472753,0.00965112460129205
